Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NIC,Nicaragua,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,104000000,..,..,..,..,..,..,..,..,..,..,..
NIU,Niue,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NLD,Netherlands,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NOR,Norway,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NPL,Nepal,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NRU,Nauru,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
NZL,New Zealand,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OMN,Oman,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PAK,Pakistan,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,199600000,..,118700000,..,..,..,..,31800000,..,17000000,64000000,40000000,580700000,303000000,..,..,..
PAN,Panama,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,169900000,240000000,337000000,342600000,75000000,..,51400000,..,..,..,..,..,..,0,..,..,..,..
PER,Peru,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,6600000,..,..,..,8000000,78300000,..,164500000,..,75000000,0,283000000,1020000000,875800000,439000000,827830000,127000000,..
PHL,Philippines,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,0,..,300000000,514000000,1126700000,..,78300000,4900000,908500000,30100000,..,..,..,214600000,..,315300000,96000000,343000000,..
PLW,Palau,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PNG,Papua New Guinea,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
POL,Poland,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,3100000,..,..,1200000,..,87700000,80500000,536500000,..,..,121000000,..,1014500000,..,..,1439300000,2203000000,..,..
PRI,Puerto Rico,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PRK,"Korea, Dem. Rep.",IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PRT,Portugal,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
PRY,Paraguay,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,58000000,..,..,..,..,..,..,..,..,..,..,..,..,..
PYF,French Polynesia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
QAT,Qatar,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ROM,Romania,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,23400000,..,..,..,..,..,..,..,..,116800000,..,..,..,..
RUS,Russian Federation,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,0,0,0,0,..,0,406000000,..,109400000,..,..,..,0,..,144000000,23000000,24000000,..,4595900000,..
RWA,Rwanda,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SAS,South Asia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,1900000,..,..,..,125000000,..,182000000,523700000,301600000,706700000,96400000,350800000,750970000,579140000,1158400000,1590510000,10068470000,4505620000,5726650000,4871750000,14265370000,..
SAU,Saudi Arabia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SDN,Sudan,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30000000,..,..,..,..,..
SEN,Senegal,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,55400000,..,..,..,..,134000000,264000000,..,..
SGP,Singapore,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SID,Small island developing states,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SLB,Solomon Islands,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SLE,Sierra Leone,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130000000,..
SLV,El Salvador,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SMR,San Marino,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SOM,Somalia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SRB,Serbia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SSA,Sub-Saharan Africa,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
STP,Sao Tome and Principe,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SUR,Suriname,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SVK,Slovak Republic,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SVN,Slovenia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SWE,Sweden,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SWZ,Swaziland,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SXM,Sint Maarten (Dutch part),IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SYC,Seychelles,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SYR,Syrian Arab Republic,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37000000,..,..,45000000,..,..
TCA,Turks and Caicos Islands,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TCD,Chad,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TGO,Togo,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
THA,Thailand,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,632200000,15700000,48000000,0,..,1700000000,150000000,..,27400000,63730000,0,455000000,..,45000000,439000000,..,..,..,..,..,..,..
TJK,Tajikistan,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TKM,Turkmenistan,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TMP,Timor-Leste,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TON,Tonga,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TTO,Trinidad and Tobago,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TUN,Tunisia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,840000000,..,..,..,..
TUR,Turkey,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,20000000,..,85000000,305000000,..,200000000,114800000,..,..,85000000,155600000,2848200000,217000000,2578000000,1343500000,0,332700000,..
TUV,Tuvalu,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
TZA,Tanzania,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,16500000,..,27690000,..,..,..,..,..,..,134000000,..,..,..,..
UGA,Uganda,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,404000000,..,..,..,..,..
UKR,Ukraine,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130000000,..,..
UMC,Upper middle income,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,7497300000,..,3517100000,4237900000,6550400000,6688420000,14660120000,16790340000,14525500000,5916880000,7273000000,6406590000,3469010000,6782050000,3416490000,14260540000,20128500000,21856080000,15390390000,14701910000,..,..
URY,Uruguay,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,31000000,65000000,..,..,..,20000000,..,..,67100000,..,164000000,20000000,0,..,..,..,..,..,..
USA,United States,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
UZB,Uzbekistan,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25000000,..,..,..
VCT,St. Vincent and the Grenadines,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VEN,"Venezuela, RB",IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,100000000,..,250000000,18000000,..,..,..,..,..,..,34000000,..,..,..,..,..,..,..
VIR,Virgin Islands (U.S.),IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
VNM,Vietnam,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,10000000,..,15000000,70000000,..,..,..,..,20000000,..,..,..,133000000,267000000,365000000,200000000,155000000,..
VUT,Vanuatu,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WBG,West Bank and Gaza,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WLD,World,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
WSM,Samoa,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
YEM,"Yemen, Rep.",IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,190000000,..,..,..,..,..,..,..,..,..,..,220000000,..,..,..
ZAF,South Africa,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,0,..,..,0,..,..,..,426000000,165700000,794700000,3700000,484000000,..,17000000,..,..,3483000000,..,..,..,..,..
ZAR,"Congo, Dem. Rep.",IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ZMB,Zambia,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,15550000,..,..,..,..,..,..,..,..
ZWE,Zimbabwe,IE.PPI.TRAN.CD,Invest. in transport w/ private participation ($),0,0,..,..,..,..,18000000,..,..,..,85000000,..,..,..,..,..,..,..,..,..,..,..,..,..
ABW,Aruba,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ADO,Andorra,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AFG,Afghanistan,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AGO,Angola,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,Albania,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,8000000,0,..,..,0,..,..,..,..,..
ARE,United Arab Emirates,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ARG,Argentina,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,75000000,0,4000000000,1900000,1091000000,900000,874000000,438800000,902400000,689900000,0,67000000,0,34650000,0,..,..,..,..,..,..
ARM,Armenia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,0,..,..,..,0,0,0,0,0,..,..,..
ASM,American Samoa,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ATG,Antigua and Barbuda,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AUS,Australia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AUT,Austria,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AZE,Azerbaijan,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..
BDI,Burundi,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,Belgium,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BEN,Benin,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BFA,Burkina Faso,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BGD,Bangladesh,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BGR,Bulgaria,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,152000000,..,..,..,..,..,..,..,..,..,..,..
BHR,Bahrain,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,"Bahamas, The",IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BIH,Bosnia and Herzegovina,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BLR,Belarus,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BLZ,Belize,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,49600000,..,..,..,..,..,..,..,..,..,..
BMU,Bermuda,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,Bolivia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,362000000,..,320000000,..,..,..,..,..,..,..,..,..,..,..,..
BRA,Brazil,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,3500000,152800000,58000000,473000000,649900000,516300000,711280000,14030000,207060000,45500000,255030000,1464000,382600000,140570000,827400000,14800000,215600000,..
BRB,Barbados,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BRN,Brunei Darussalam,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BTN,Bhutan,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BWA,Botswana,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CAF,Central African Republic,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CAN,Canada,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHE,Switzerland,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHI,Channel Islands,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHL,Chile,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,38000000,..,29500000,44400000,64000000,49000000,4003400000,451300000,271000000,134200000,195300000,389400000,54000000,..,3100000,..,..,..,..
CHN,China,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,30800000,150000000,149300000,211400000,272000000,203200000,72400000,242260000,917650000,662200000,603380000,1007319000,604261030,1901875870,973613620,512430000,634680000,..
CIV,Cote d'Ivoire,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..
CMR,Cameroon,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..
COG,"Congo, Rep.",IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..
COK,Cook Islands,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COL,Colombia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,0,3000000,83000000,100000000,65000000,70000000,42000000,0,150700000,55300000,51000000,15280000,305000000,..,..,..,..,..
COM,Comoros,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPV,Cape Verde,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CRI,Costa Rica,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CUB,Cuba,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,600000000,..,..,..,..,..,..,..,..,..,..,..
CUW,Curacao,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,Cayman Islands,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,Cyprus,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CZE,Czech Republic,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DEU,Germany,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DJI,Djibouti,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DMA,Dominica,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,Denmark,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DOM,Dominican Republic,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DZA,Algeria,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,510000000,..,230000000,874000000,468000000,..,..
EAP,East Asia & Pacific,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,820800000,520000000,149300000,8032500000,942800000,270500000,4066000000,672960000,934050000,696500000,3132480000,1340919000,1147161030,1901875870,973613620,539030000,634680000,..
ECA,Europe & Central Asia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ECU,Ecuador,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,0,500000000,..,..,10000000,..,..,..,..,..,..,..
EGY,"Egypt, Arab Rep.",IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475000000,..
EMU,Euro area,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ERI,Eritrea,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ESP,Spain,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
EST,Estonia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ETH,Ethiopia,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FIN,Finland,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FJI,Fiji,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
FRA,France,IE.PPI.WATR.CD,Invest. in water/sanit. w/ private participation ($),0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
