Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NAM,Namibia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.2863445,..,..,..,..,..,..,..,..,..,0.2863445,..,..,..,..,..,..,..,..,..,..,..
NCL,New Caledonia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,8.02987,..,..,..,..,..,..,..,..,..,8.02987,..,..,..,..,..,..,..,..,..,..,..
NER,Niger,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
NGA,Nigeria,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5417737,..,..,..,..,..,..,..,..,..,0.5417737,..,..,..,..,..,..,..,..,..,..,..
NIC,Nicaragua,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.569984,..,..,..,..,..,..,..,..,..,3.569984,..,..,..,..,..,..,..,..,..,..,..
NIU,Niue,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,10.43766,..,..,..,..,..,..,..,..,..,10.43766,..,..,..,..,..,..,..,..,..,..,..
NLD,Netherlands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,58.46905,..,..,..,..,..,..,..,..,..,58.46905,..,..,..,..,..,..,..,..,..,..,..
NOR,Norway,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.850657,..,..,..,..,..,..,..,..,..,4.850657,..,..,..,..,..,..,..,..,..,..,..
NPL,Nepal,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
NRU,Nauru,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,40.35884,..,..,..,..,..,..,..,..,..,40.35884,..,..,..,..,..,..,..,..,..,..,..
NZL,New Zealand,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.741883,..,..,..,..,..,..,..,..,..,2.741883,..,..,..,..,..,..,..,..,..,..,..
OMN,Oman,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.082381,..,..,..,..,..,..,..,..,..,1.082381,..,..,..,..,..,..,..,..,..,..,..
PAK,Pakistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.420484,..,..,..,..,..,..,..,..,..,1.420484,..,..,..,..,..,..,..,..,..,..,..
PAN,Panama,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.705232,..,..,..,..,..,..,..,..,..,3.705232,..,..,..,..,..,..,..,..,..,..,..
PER,Peru,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.37851,..,..,..,..,..,..,..,..,..,0.37851,..,..,..,..,..,..,..,..,..,..,..
PHL,Philippines,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,6.017094,..,..,..,..,..,..,..,..,..,6.017094,..,..,..,..,..,..,..,..,..,..,..
PLW,Palau,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,21.3706,..,..,..,..,..,..,..,..,..,21.3706,..,..,..,..,..,..,..,..,..,..,..
PNG,Papua New Guinea,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.840861,..,..,..,..,..,..,..,..,..,1.840861,..,..,..,..,..,..,..,..,..,..,..
POL,Poland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.680418,..,..,..,..,..,..,..,..,..,1.680418,..,..,..,..,..,..,..,..,..,..,..
PRI,Puerto Rico,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.731913,..,..,..,..,..,..,..,..,..,7.731913,..,..,..,..,..,..,..,..,..,..,..
PRK,"Korea, Dem. Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.420686,..,..,..,..,..,..,..,..,..,2.420686,..,..,..,..,..,..,..,..,..,..,..
PRT,Portugal,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.305464,..,..,..,..,..,..,..,..,..,2.305464,..,..,..,..,..,..,..,..,..,..,..
PRY,Paraguay,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
PYF,French Polynesia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,37.59521,..,..,..,..,..,..,..,..,..,37.59521,..,..,..,..,..,..,..,..,..,..,..
QAT,Qatar,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,13.39369,..,..,..,..,..,..,..,..,..,13.39369,..,..,..,..,..,..,..,..,..,..,..
ROM,Romania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.905914,..,..,..,..,..,..,..,..,..,2.905914,..,..,..,..,..,..,..,..,..,..,..
RUS,Russian Federation,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.905153,..,..,..,..,..,..,..,..,..,1.905153,..,..,..,..,..,..,..,..,..,..,..
RWA,Rwanda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
SAS,South Asia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.511275613,..,..,..,..,..,..,..,..,..,1.513359083,..,..,..,..,..,..,..,..,..,..,..
SAU,Saudi Arabia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.4817074,..,..,..,..,..,..,..,..,..,0.4817074,..,..,..,..,..,..,..,..,..,..,..
SDN,Sudan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.09428031,..,..,..,..,..,..,..,..,..,0.09428031,..,..,..,..,..,..,..,..,..,..,..
SEN,Senegal,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.458758,..,..,..,..,..,..,..,..,..,4.458758,..,..,..,..,..,..,..,..,..,..,..
SGP,Singapore,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,8.058207,..,..,..,..,..,..,..,..,..,8.058207,..,..,..,..,..,..,..,..,..,..,..
SID,Small island developing states,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,5.400355944,..,..,..,..,..,..,..,..,..,5.42938365,..,..,..,..,..,..,..,..,..,..,..
SLB,Solomon Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,11.53864,..,..,..,..,..,..,..,..,..,11.53864,..,..,..,..,..,..,..,..,..,..,..
SLE,Sierra Leone,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.003588,..,..,..,..,..,..,..,..,..,3.003588,..,..,..,..,..,..,..,..,..,..,..
SLV,El Salvador,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.452742,..,..,..,..,..,..,..,..,..,2.452742,..,..,..,..,..,..,..,..,..,..,..
SMR,San Marino,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
SOM,Somalia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5667931,..,..,..,..,..,..,..,..,..,0.5667931,..,..,..,..,..,..,..,..,..,..,..
SRB,Serbia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.1889901,..,..,..,..,..,..,..,..,..,0.1889901,..,..,..,..,..,..,..,..,..,..,..
SSA,Sub-Saharan Africa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.365694339,..,..,..,..,..,..,..,..,..,0.376170613,..,..,..,..,..,..,..,..,..,..,..
STP,Sao Tome and Principe,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,14.72324,..,..,..,..,..,..,..,..,..,14.72324,..,..,..,..,..,..,..,..,..,..,..
SUR,Suriname,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,3.449275,..,..,..,..,..,..,..,..,..,3.449275,..,..,..,..,..,..,..,..,..,..,..
SVK,Slovak Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
SVN,Slovenia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.2044258,..,..,..,..,..,..,..,..,..,0.2044258,..,..,..,..,..,..,..,..,..,..,..
SWE,Sweden,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.528626,..,..,..,..,..,..,..,..,..,1.528626,..,..,..,..,..,..,..,..,..,..,..
SWZ,Swaziland,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
SXM,Sint Maarten (Dutch part),AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
SYC,Seychelles,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,43.94353,..,..,..,..,..,..,..,..,..,43.94353,..,..,..,..,..,..,..,..,..,..,..
SYR,Syrian Arab Republic,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.05983744,..,..,..,..,..,..,..,..,..,0.05983744,..,..,..,..,..,..,..,..,..,..,..
TCA,Turks and Caicos Islands,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,53.2727,..,..,..,..,..,..,..,..,..,53.2727,..,..,..,..,..,..,..,..,..,..,..
TCD,Chad,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
TGO,Togo,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5779024,..,..,..,..,..,..,..,..,..,0.5779024,..,..,..,..,..,..,..,..,..,..,..
THA,Thailand,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,4.167608,..,..,..,..,..,..,..,..,..,4.167608,..,..,..,..,..,..,..,..,..,..,..
TJK,Tajikistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
TKM,Turkmenistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,5.304284,..,..,..,..,..,..,..,..,..,5.304284,..,..,..,..,..,..,..,..,..,..,..
TMP,Timor-Leste,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.888742,..,..,..,..,..,..,..,..,..,2.888742,..,..,..,..,..,..,..,..,..,..,..
TON,Tonga,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,40.46064,..,..,..,..,..,..,..,..,..,40.46064,..,..,..,..,..,..,..,..,..,..,..
TTO,Trinidad and Tobago,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.978341,..,..,..,..,..,..,..,..,..,7.978341,..,..,..,..,..,..,..,..,..,..,..
TUN,Tunisia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.791754,..,..,..,..,..,..,..,..,..,2.791754,..,..,..,..,..,..,..,..,..,..,..
TUR,Turkey,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.026591,..,..,..,..,..,..,..,..,..,1.026591,..,..,..,..,..,..,..,..,..,..,..
TUV,Tuvalu,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,99.99996,..,..,..,..,..,..,..,..,..,99.99996,..,..,..,..,..,..,..,..,..,..,..
TZA,Tanzania,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.1756921,..,..,..,..,..,..,..,..,..,0.1756921,..,..,..,..,..,..,..,..,..,..,..
UGA,Uganda,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
UKR,Ukraine,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.542492,..,..,..,..,..,..,..,..,..,1.542492,..,..,..,..,..,..,..,..,..,..,..
UMC,Upper middle income,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.369030389,..,..,..,..,..,..,..,..,..,1.791262045,..,..,..,..,..,..,..,..,..,..,..
URY,Uruguay,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.906647,..,..,..,..,..,..,..,..,..,1.906647,..,..,..,..,..,..,..,..,..,..,..
USA,United States,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.717947,..,..,..,..,..,..,..,..,..,1.717947,..,..,..,..,..,..,..,..,..,..,..
UZB,Uzbekistan,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.0525719,..,..,..,..,..,..,..,..,..,0.0525719,..,..,..,..,..,..,..,..,..,..,..
VCT,St. Vincent and the Grenadines,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,21.95773,..,..,..,..,..,..,..,..,..,21.95773,..,..,..,..,..,..,..,..,..,..,..
VEN,"Venezuela, RB",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,2.286449,..,..,..,..,..,..,..,..,..,2.286449,..,..,..,..,..,..,..,..,..,..,..
VIR,Virgin Islands (U.S.),AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,30.95858,..,..,..,..,..,..,..,..,..,30.95858,..,..,..,..,..,..,..,..,..,..,..
VNM,Vietnam,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,17.50231,..,..,..,..,..,..,..,..,..,17.50231,..,..,..,..,..,..,..,..,..,..,..
VUT,Vanuatu,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,11.67647,..,..,..,..,..,..,..,..,..,11.67647,..,..,..,..,..,..,..,..,..,..,..
WBG,West Bank and Gaza,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,14.84334,..,..,..,..,..,..,..,..,..,14.84334,..,..,..,..,..,..,..,..,..,..,..
WLD,World,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,1.59755745,..,..,..,..,..,..,..,..,..,1.764286793,..,..,..,..,..,..,..,..,..,..,..
WSM,Samoa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,7.33132,..,..,..,..,..,..,..,..,..,7.33132,..,..,..,..,..,..,..,..,..,..,..
YEM,"Yemen, Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.5608405,..,..,..,..,..,..,..,..,..,0.5608405,..,..,..,..,..,..,..,..,..,..,..
ZAF,South Africa,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.1342833,..,..,..,..,..,..,..,..,..,0.1342833,..,..,..,..,..,..,..,..,..,..,..
ZAR,"Congo, Dem. Rep.",AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0.01547777,..,..,..,..,..,..,..,..,..,0.01547777,..,..,..,..,..,..,..,..,..,..,..
ZMB,Zambia,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
ZWE,Zimbabwe,AG.LND.EL5M.ZS,Land area below 5m (% of land area),0,1,0,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..
ABW,Aruba,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ADO,Andorra,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AFG,Afghanistan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,5.668423701,4.622149233,7.259298338,5.502360792,5.840147718,6.085465576,5.940385123,5.77947771,4.843049327,..,..
AGO,Angola,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ALB,Albania,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.42627346,9.991532599,16.77740864,..,..
ARE,United Arab Emirates,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ARG,Argentina,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,1.051301334,..,..,..,..,..,..,..,..,..
ARM,Armenia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.712984055,8.7949743,8.872352604,..,..,..
ASM,American Samoa,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ATG,Antigua and Barbuda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
AUS,Australia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,0.549923195,0.56935123,0.541069397,0.545772648,0.540268539,0.585388285,0.451993071,0.443578536,0.43053182,..,..
AUT,Austria,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.007109005,..,1.225865768,..,1.358024691,..,..,..,..
AZE,Azerbaijan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,29.98946259,29.99578415,29.93268826,30.03786285,30.05464481,30.02523129,30.04625736,30.04625736,29.51439983,..,..
BDI,Burundi,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BEL,Belgium,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,0.071736011,..,0.216606498,..,0.364963504,..,..,..,..
BEN,Benin,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BFA,Burkina Faso,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BGD,Bangladesh,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.34613322,51.12232843,52.61853448,..,..,..,..,..
BGR,Bulgaria,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.483289523,..,1.025641026,..,1.426896013,..,..,..,..
BHR,Bahrain,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BHS,"Bahamas, The",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BIH,Bosnia and Herzegovina,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BLR,Belarus,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,1.259859772,1.274238227,1.268640107,1.272747572,1.27388535,1.239115874,1.244952894,0.594370304,0.526492663,..,..
BLZ,Belize,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BMU,Bermuda,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BOL,Bolivia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BRA,Brazil,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BRB,Barbados,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
BRN,Brunei Darussalam,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..
BTN,Bhutan,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,6.834532374,6.785714286,6.761565836,6.761565836,6.761565836,..,..,..,..
BWA,Botswana,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0.007739639,..,..,..,..,..,..
CAF,Central African Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CAN,Canada,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHE,Switzerland,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CHI,Channel Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,0,14.28571429,0,0,0,..,..,0,0,..,..
CHL,Chile,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.630401627,..,..,..,..
CHN,China,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,8.96554595,..,..,10.15154227,..,..,..,..,..
CIV,Cote d'Ivoire,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CMR,Cameroon,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COG,"Congo, Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COK,Cook Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COL,Colombia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
COM,Comoros,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CPV,Cape Verde,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CRI,Costa Rica,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.39275766,1.495844875,1.555555556,1.5,1.5,..,..
CUB,Cuba,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CUW,Curacao,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYM,Cayman Islands,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CYP,Cyprus,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,25,25,22.92993631,21.79487179,20.95808383,21.01910828,19.72789116,20.86956522,20.8,..,..
CZE,Czech Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,0.374795034,..,0.399061033,..,0.470698988,0.235626767,0.259495164,..,..
DEU,Germany,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DJI,Djibouti,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DMA,Dominica,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
DNK,Denmark,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,7.623318386,7.65478424,7.674943567,7.709750567,9.678611008,9.667896679,9.538114908,9.52023988,9.643128322,..,..
DOM,Dominican Republic,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,8.866799205,7.912524851,7.661126875,9.039319011,..,..,..,..,..,..,..
DZA,Algeria,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.809297081,1.927330174,2.001892699,2.027634103,2.193833026,2.069766879,..,..,..
EAP,East Asia & Pacific,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ECA,Europe & Central Asia,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
ECU,Ecuador,AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,8.584779706,9.268965517,9.525707453,10.02666667,10.22299839,10.75283324,10.18132975,12.63604991,..,..
EGY,"Egypt, Arab Rep.",AG.LND.IRIG.AG.ZS,Agricultural land under irrigation (% of total ag. land),0,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
